tr-0	有偿服务是什么意思	0
tr-1	嗯请问关系证明是什么呀	0
tr-2	泉州是什么意思啊	0
tr-3	是个工作日怎么算呀	0
tr-4	七十五工作日计算的	0
tr-5	什么时候国家备案人员	0
tr-6	全部关系证明是什么	0
tr-7	什么是国家备案人员啊	0
tr-8	是国家备案证呀	0
tr-9	什么是国家备案人员呀	0
tr-10	嗯七个工作日怎么	0
tr-11	肩负关系证明是什么呀	0
tr-12	国家队呀元是什么意思	0
tr-13	什么是国家这样人呀	0
tr-14	是个工作日如何计算的	0
tr-15	什么是牵住呢	0
tr-16	有偿服务是啥意思	0
tr-17	全就是什么意思	0
tr-18	你好我想了解一下在网上签注港澳通行证然后说我证件不符合网签条件是什么意思	0
tr-19	今天哪里可以办理	1
tr-20	我在渝北区在哪里办理一笔小新	1
tr-21	我在江北街在哪里办理比较近啊	1
tr-22	学生去的在哪里可以办理	1
tr-23	办理港澳通行证贵不贵	2
tr-24	办理签证要多少钱	2
tr-25	去香港耍一次要好多钱	2
tr-26	一次一年有效签注的费用	2
tr-27	哎签证需要多少钱	2
tr-28	去澳门耍办理费用是否要很多钱	2
tr-29	办港澳通行证好多钱	2
tr-30	办签证需要多少钱呀	2
tr-31	办一个签证多少钱	2
tr-32	去澳门耍一次要好多钱	2
tr-33	多少钱	2
tr-34	港澳通行证好多钱	2
tr-35	是否很贵	2
tr-36	成都武侯区户口港澳通行证跟换多少钱几个工作日可以取希望尽快电话回复一声谢谢谢谢	2
tr-37	香港旅游办理证件费用是好多	2
tr-38	喂你好三签证需要多少钱	2
tr-39	他办理港澳通行证的费用是多少	2
tr-40	港澳通行证过期重新办理怎么样收费	2
tr-41	转签证需要多少钱啊	2
tr-42	香港玩的话办理证件费用是好多	2
tr-43	办证多少钱	2
tr-44	证件办理要多少钱	2
tr-45	二次赴港办理港澳签证需要多少天工本费是多少需要带哪些资料如果在四川办理的港澳通行证在广东能出境吗	2
tr-46	办签证要多少钱呀	2
tr-47	是不是没有年龄限制	3
tr-48	我妈可以办理不	3
tr-49	我奶奶可以办理不	3
tr-50	我女儿没有上小学可以办理不	3
tr-51	读书娃儿可以办不	3
tr-52	我爷爷可以办理不	3
tr-53	对办理的年利有何要求	3
tr-54	我爸可以办理么	3
tr-55	年龄有限制没有	3
tr-56	小朋友可以办不	3
tr-57	学生可以办理吗	3
tr-58	没满16岁能办理么	3
tr-59	读大学可以办理港澳通行证不	3
tr-60	办理年龄要求的要求是什么	3
tr-61	读初中可以办理港澳通行证不	3
tr-62	你买十六岁	3
tr-63	小孩可以办理么	3
tr-64	有没有年龄要求	3
tr-65	年龄太大是不是没办法办理	3
tr-66	办理年龄要求是多少岁	3
tr-67	高中生可以办理吗	3
tr-68	以前在湖北办理的港澳通行证并签注了一次后户口转为成都户口下个月想去港澳请问本次在成都办理签注需要多长时间谢谢	4
tr-69	请问现在办理港澳通行证什么时候可以拿到我是云南户口	4
tr-70	你好请问今天中午送去自助签得港澳签注6号中午可以取吗回执单上是说两个工作日可取	4
tr-71	港澳通行证已办理很久一直没收到消息也没拿到证件	4
tr-72	办理时间长吗	4
tr-73	配偶和小孩均北京户口已在北京办港澳通行证但已过期需要续签请问在成都办理最快多久能拿到	4
tr-74	在成都上学但是户口是省外的急办港澳通行证学校开了证明现在预约了1217的办理请问可不可能在月底31号前拿到呢	4
tr-75	港澳通行证遗失怎么补办需要多久	4
tr-76	我的港澳通行证到期了户口是成都本地的请问重新办理需要多长时间	4
tr-77	请问2015年9月27号申请的港澳在线二次签注什么时候可以领取已经付款但是没有收到相关短信不知道是否在进行中	4
tr-78	请问现在想办理港澳通行证年前能拿到吗	4
tr-79	请问港澳签注续签需要多少工作日	4
tr-80	办理港澳通行证后什么时间能拿到呢	4
tr-81	你好请问港澳签证最短时间何时能把证领到手谢谢	4
tr-82	已经办理的时间多久	4
tr-83	请问一下港澳通行证需要几天呢	4
tr-84	请问港澳通行证最快几天可以办好	4
tr-85	团体旅游港澳台通行证办理需要几天	4
tr-86	你好我1016号办的通行证22号我查询怎么还是在审核中呢给我的回执单上面写的是25号之前就可以寄送我这	4
tr-87	你好我是外地户口可以在成都办理港澳通行证吗大概好久可以拿到	4
tr-88	代领要哪些资料	5
tr-89	请问港澳通行证和台湾通行证能否代领	5
tr-90	代领有要求吗	5
tr-91	港澳通行证可以让让同学帮助代领吗	5
tr-92	证办好以后可以找代理不	5
tr-93	帮别人领可以吗	5
tr-94	可以代为领取吗	5
tr-95	因本人在外地工作可否委托他人代为领取护照港澳通行证等	5
tr-96	港澳通行证他人帮忙领取的话需要哪些证件呢上班时间实在走不开谢谢	5
tr-97	浜镇的好友就可以找人带你不	5
tr-98	代领手续怎么办理	5
tr-99	帮他人领取可以吗	5
tr-100	你好我想请问可不可以非本人领取护照和港澳通行证	5
tr-101	办理的护照和港澳通行证请家人代领需要带什么	5
tr-102	请问护照港澳通行证及往来台湾通行证由家人代领需要哪些材料	5
tr-103	港澳通行证可以代领吗只有身份证照片和回执单照片	5
tr-104	证办好以后可不可以找人代理啊	5
tr-105	通过蓉城e申请的港澳通行证加注可以他人去蓉城e窗口代领取么	5
tr-106	港澳通行证已经办理完成办理时选择自取由于本人临时出差时间较长但证件急用可否由家人用户口本和回执代领谢谢	5
tr-107	证办好以后可以找代理啵	5
tr-108	可以他人代领吗	5
tr-109	您好我已收到证件办理完成的信息自取请问别人可否持我的领取回执单代领普通护照港澳台通行证谢谢	5
tr-110	代领的话要哪些资料	5
tr-111	找妈妈代领	5
tr-112	港澳通行证能不能请人代领	5
tr-113	港澳通行证办理再次签注后可不可以让其他人代拿	5
tr-114	上个月在成都市出入境中心办理港澳通行证现在让人带领除了给他回执单还需要其他证明吗	5
tr-115	是否可以让他人代领办好的护照和港澳通行证或者代领要带什么手续	5
tr-116	证办好以后可以找人代领扣	5
tr-117	可以去澳门几次	6
tr-118	可以耍多长	6
tr-119	可以去好多次	6
tr-120	然后重新证可以在香港呆多久	6
tr-121	支付宝可以付款吗	7
tr-122	支持支付宝支付不	7
tr-123	可以支付宝支付吗	7
tr-124	资金支持微信支付宝宝	7
tr-125	支付宝支付得行不	7
tr-126	可以支付宝支付吗	7
tr-127	办港澳通行证费用可以现金支付或者微信支付吗	7
tr-128	支持微信支付吗	7
tr-129	可以微信支付吗	7
tr-130	你微信付款不	7
tr-131	支持威信付款过	7
tr-132	可以威信付款吗	7
tr-133	支付威信付款啵	7
tr-134	支持威信	7
tr-135	就是不支持威信付款	7
tr-136	可以银行卡支付吗	7
tr-137	可以现金付费不	7
tr-138	银行卡可以付款不	7
