train5	是 个 工作日 怎么 算 呀	0
train6	七十五 工作日 计算 的	0
train7	什么 时候 国家 备案 人员	0
train8	有偿 服务 的 意思 是 什么	0
train9	全部 关系 证明 是 什么	0
train10	什么 是 国家 备案 人员 啊	0
train11	是 国家 备案 证 呀	0
train12	什么 是 国家 备案 人员 呀	0
train13	嗯 七个 工作日 怎么	0
train14	肩负 关系 证明 是 什么 呀	0
train15	国家队 呀 元 是 什么 意思	0
train16	什么 是 国家 这样 人 呀	0
train17	就 逃 服务 啥意思	0
train18	是 个 工作日 如何 计算 的	0
train19	什么 是 牵住 呢	0
train20	下 一个 工作 是 怎么 算 的 呀	0
train21	清楚 是 什么 意思 呀	0
train22	七个 工作日	0
train23	有偿 服务 是 啥意思	0
train24	全 就是 什么 意思	0
train25	你好 我 想 了解 一下 在 网上 签注 港澳 通行证 然后 说 我 证件 不 符合 网签 条件 是 什么 意思	0
train26	什么 是 国家 必然 人员 呀	0
train32	您好 请问 我 是 外地 户口 必须 要 到 市局 办证 厅 办理 吗	1
train33	我 在 渝中区 在 哪里 办理 比较 轻	1
train34	如果 可以 对 办理 地点 有无 限制	1
train35	请问 遂宁 办理 的 港澳 通行证 续签 在 成都 哪里 可以 续签 我 是 本子 的 通行证	1
train36	我 户口 在 山西 港澳 通行证 需要 续签 请问 在 成都 可以 办理 吗 需要 什么 材料 到 哪里 去 办理 谢谢	1
train37	我 在 渝北区 在 哪里 把 你 比较 新	1
train38	我 在 江北区 在 哪里 办理 比较	1
train39	可以 到 高新区 出入境 大厅 办理 吗	1
train40	你 水区 办理 地址 在 哪里	1
train41	重庆市 户口 办理 港澳 通行证 新鲜 可以 在 哪里 自助 办理	1
train42	请问 双流 户口 必须 去 双流 分局 办理 港澳 通行证 吗 可以 去 高新区 或者 天府 新区 办 不	1
train43	重新 户口 办 港澳 通行证 在 哪里 办	1
train44	在 哪儿 办 谢谢	1
train45	我 在 渝北区 在 哪里 办理 的 条件	1
train46	港澳 通行证 快 到期 了 在 高新区 办证 中心 出入境 接待 大厅 天府 一期 那个 可否 办理	1
train47	一 北区 的 办理 地址 在 哪里	1
train48	我 在 哪里 办理 短信	1
train49	你好 请问 高新区 户口 的 港澳 通行证 办理 地点 是 在 哪里 户口 是 高新区 荣华 南路 的	1
train50	恩好 的 为 您 办理 地址 在 哪里 呢	1
train51	我 以前 是 雅安 户口 在 雅安 办理 了 港澳 通行证 现在 签注 已经 过期 了 户口 也 转到 了 成都 续签 该 在 哪里 办理 呢	1
train52	户口 是 高新区 集体户 办 港澳台 通行证 必须 去 高新区 的 出入境 大厅 办理 还是 在 成都市 内 任意 一区 就 可以 办理 呢	1
train53	办理 港澳 再次 签注 的 自助 网点 有 哪些	1
train59	去 澳门 耍 办理 费用 是否 要 很多 钱	2
train60	办 港澳 通行证 好多钱	2
train61	办 签证 需要 多少 钱 呀	2
train62	办 签证 需要 多少 钱 呀	2
train63	办 一个 签证 多少 钱	2
train64	去 澳门 耍 一次 要 好多钱	2
train65	多少 钱	2
train66	港澳 通行证 好多钱	2
train67	是否 很 贵	2
train68	成都 武侯区 户口 港澳 通行证 跟 换 多少 钱 几个 工作日 可以 取 希望 尽快 电话 回复 一声 谢谢 谢谢	2
train69	办 护照 和 港澳 通行证 分别 需要 多少 钱 呢	2
train70	香港旅游 办理 证件 费用 是 好多	2
train71	喂 你好 三 签证 需要 多少 钱	2
train72	他 办理 港澳 通行证 的 费用 是 多少	2
train73	港澳 通行证 过期 重新 办理 怎么样 收费	2
train74	转 签证 需要 多少 钱 啊	2
train75	香港 玩 的话 办理 证件 费用 是 好多	2
train76	办证 多少 钱	2
train77	证件 办理 要 多少 钱	2
